organisation,latitude,longitude,hectares,end-date
local-authority-eng:LDS,53.803607,-1.548946,1.73,
local-authority-eng:LDS,53.791443,-1.557577,0.98,
local-authority-eng:LDS,53.742029,-1.596681,1.84,
local-authority-eng:LDS,53.799389,-1.562868,0.27,
local-authority-eng:LDS,53.794086,-1.483482,0.51,
local-authority-eng:LDS,53.794168,-1.479626,2.75,
local-authority-eng:LDS,53.828417,-1.474478,0.67,
local-authority-eng:LDS,53.815544,-1.599834,3.62,
local-authority-eng:LDS,53.750006,-1.528805,2.48,
local-authority-eng:LDS,53.794785,-1.53597,0.33,
local-authority-eng:LDS,53.796832,-1.532972,0.02,
local-authority-eng:LDS,53.815434,-1.565724,2.42,
local-authority-eng:LDS,53.77937,-1.554745,0.82,
local-authority-eng:LDS,53.77953,-1.546943,1.3,
local-authority-eng:LDS,53.785066,-1.55649,2.29,
local-authority-eng:LDS,53.779211,-1.550543,0.75,
local-authority-eng:LDS,53.806392,-1.541324,3.07,
local-authority-eng:LDS,53.867964,-1.324874,0.84,
local-authority-eng:LDS,53.801537,-1.557744,0.22,
local-authority-eng:LDS,53.776205,-1.521653,0.34,
local-authority-eng:LDS,53.822432,-1.598113,0.21,
local-authority-eng:LDS,53.860764,-1.688883,0.26,
local-authority-eng:LDS,53.743819,-1.605337,0.36,
local-authority-eng:LDS,53.78087,-1.55444,0.3,
local-authority-eng:LDS,53.804464,-1.631615,0.38,
local-authority-eng:LDS,53.817614,-1.515197,0.33,
local-authority-eng:LDS,53.716504,-1.578818,0.32,
local-authority-eng:LDS,53.753524,-1.653914,0.31,
local-authority-eng:LDS,53.810324,-1.671929,0.25,
local-authority-eng:LDS,53.815045,-1.638129,0.33,
local-authority-eng:LDS,53.803775,-1.557781,0.14,
local-authority-eng:LDS,53.803429,-1.561399,0.15,
local-authority-eng:LDS,53.832033,-1.49809,0.33,
local-authority-eng:LDS,53.811509,-1.546963,0.59,
local-authority-eng:LDS,53.794691,-1.573588,0.25,
local-authority-eng:LDS,53.753715,-1.630617,3.81,
local-authority-eng:LDS,53.789376,-1.673063,0.57,
local-authority-eng:LDS,53.778562,-1.593039,3.7,
local-authority-eng:LDS,53.766328,-1.561891,1.85,
local-authority-eng:LDS,53.796574,-1.564628,2.48,
local-authority-eng:LDS,53.812976,-1.625753,1.25,
local-authority-eng:LDS,53.793598,-1.572021,0.82,
local-authority-eng:LDS,53.787924,-1.519137,0.33,
local-authority-eng:LDS,53.771343,-1.569379,0.51,
local-authority-eng:LDS,53.869887,-1.692237,0.47,
local-authority-eng:LDS,53.834791,-1.617505,0.7,
local-authority-eng:LDS,53.743319,-1.538068,0.92,
local-authority-eng:LDS,53.744131,-1.550598,0.36,
local-authority-eng:LDS,53.74033,-1.548516,0.37,
local-authority-eng:LDS,53.791483,-1.591669,0.5,
local-authority-eng:LDS,53.800203,-1.628448,1.79,
local-authority-eng:LDS,53.803083,-1.700789,0.6,
local-authority-eng:LDS,53.745326,-1.59618,0.4,
local-authority-eng:LDS,53.831046,-1.6329,0.83,
local-authority-eng:LDS,53.801968,-1.49825,0.63,
local-authority-eng:LDS,53.794527,-1.522796,0.83,
local-authority-eng:LDS,53.843499,-1.341211,0.91,
local-authority-eng:LDS,53.934957,-1.377852,1.96,
local-authority-eng:LDS,53.924483,-1.387586,1.85,
local-authority-eng:LDS,53.932295,-1.382659,0.45,
local-authority-eng:LDS,53.756273,-1.460862,0.71,
local-authority-eng:LDS,53.791521,-1.383799,0.36,
local-authority-eng:LDS,53.820347,-1.462411,0.83,
local-authority-eng:LDS,53.812985,-1.474548,0.39,
local-authority-eng:LDS,53.811651,-1.467488,0.78,
local-authority-eng:LDS,53.80202,-1.484979,0.9,
local-authority-eng:LDS,53.799245,-1.548264,0.04,
local-authority-eng:LDS,53.797017,-1.469222,0.24,
local-authority-eng:LDS,53.798229,-1.548093,0.07,
local-authority-eng:LDS,53.766444,-1.371468,0.23,
local-authority-eng:LDS,53.794347,-1.66337,0.24,
local-authority-eng:LDS,53.804939,-1.625293,0.25,
local-authority-eng:LDS,53.858454,-1.614296,0.4,
local-authority-eng:LDS,53.853882,-1.612316,0.42,
local-authority-eng:LDS,53.8548,-1.60425,0.86,
local-authority-eng:LDS,53.767051,-1.368986,0.4,
local-authority-eng:LDS,53.809876,-1.524459,0.43,
local-authority-eng:LDS,53.802105,-1.560775,0.2,
local-authority-eng:LDS,53.815432,-1.498257,0.55,
local-authority-eng:LDS,53.804956,-1.573758,0.47,
local-authority-eng:LDS,53.759341,-1.627504,0.28,
local-authority-eng:LDS,53.803554,-1.544407,0.03,
local-authority-eng:LDS,53.814661,-1.53203,0.25,
local-authority-eng:LDS,53.724721,-1.542287,0.22,
local-authority-eng:LDS,53.758482,-1.659227,0.46,
local-authority-eng:LDS,53.815289,-1.638401,0.24,
local-authority-eng:LDS,53.873518,-1.714278,0.24,
local-authority-eng:LDS,53.803207,-1.533523,0.23,
local-authority-eng:LDS,53.793699,-1.543375,0.04,
local-authority-eng:LDS,53.77084,-1.521972,0.32,
local-authority-eng:LDS,53.743838,-1.510118,0.29,
local-authority-eng:LDS,53.793294,-1.662726,0.39,
local-authority-eng:LDS,53.814222,-1.645563,0.67,
local-authority-eng:LDS,53.745132,-1.594832,0.2,
local-authority-eng:LDS,53.742833,-1.452301,0.62,
local-authority-eng:LDS,53.797932,-1.543238,0.05,
local-authority-eng:LDS,53.823853,-1.564816,0.36,
local-authority-eng:LDS,53.794636,-1.53462,0.04,
local-authority-eng:LDS,53.828282,-1.579355,0.95,
local-authority-eng:LDS,53.847695,-1.646299,0.24,
local-authority-eng:LDS,53.902954,-1.707108,0.3,
local-authority-eng:LDS,53.799534,-1.54149,0.02,
local-authority-eng:LDS,53.821241,-1.52784,0.35,
local-authority-eng:LDS,53.79737,-1.551488,0.01,
local-authority-eng:LDS,53.799304,-1.646281,0.49,
local-authority-eng:LDS,53.825802,-1.576904,0.29,
local-authority-eng:LDS,53.847375,-1.606707,0.31,
local-authority-eng:LDS,53.736721,-1.60075,0.16,
local-authority-eng:LDS,53.746877,-1.366347,0.29,
local-authority-eng:LDS,53.814352,-1.672186,3.18,
local-authority-eng:LDS,53.806613,-1.549916,0.04,
local-authority-eng:LDS,53.794067,-1.54539,0.35,
local-authority-eng:LDS,53.804611,-1.513601,11.37,
local-authority-eng:LDS,53.844825,-1.58872,9.34,
local-authority-eng:LDS,53.740177,-1.48807,1.15,
local-authority-eng:LDS,53.802068,-1.550815,4.25,
local-authority-eng:LDS,53.791747,-1.628902,7.6,
local-authority-eng:LDS,53.719614,-1.568513,1.55,
local-authority-eng:LDS,53.721407,-1.564812,12.07,
local-authority-eng:LDS,53.912953,-1.322582,96.05,
local-authority-eng:LDS,53.713454,-1.575212,2.71,
local-authority-eng:LDS,53.795872,-1.571922,0.21,
local-authority-eng:LDS,53.794341,-1.571026,2.32,
local-authority-eng:LDS,53.796968,-1.341423,105.92,
local-authority-eng:LDS,53.802062,-1.556433,0.09,
local-authority-eng:LDS,53.798195,-1.553346,0.04,
local-authority-eng:LDS,53.731772,-1.543545,0.38,
local-authority-eng:LDS,53.799703,-1.641298,0.26,
local-authority-eng:LDS,53.828374,-1.703967,0.44,
local-authority-eng:LDS,53.820156,-1.571477,0.32,
local-authority-eng:LDS,53.755877,-1.341944,5.2,
local-authority-eng:LDS,53.815608,-1.614019,0.73,
local-authority-eng:LDS,53.798405,-1.532893,2.74,
local-authority-eng:LDS,53.799153,-1.592885,0.56,
local-authority-eng:LDS,53.788722,-1.527612,1.6,
local-authority-eng:LDS,53.787982,-1.529063,1.43,
local-authority-eng:LDS,53.788417,-1.530029,1.37,
local-authority-eng:LDS,53.814906,-1.47823,1.25,
local-authority-eng:LDS,53.809852,-1.532083,4.82,
local-authority-eng:LDS,53.79345,-1.530125,0.17,
local-authority-eng:LDS,53.791136,-1.526583,0.69,
local-authority-eng:LDS,53.799427,-1.551071,0.06,
local-authority-eng:LDS,53.796074,-1.551031,0.04,
local-authority-eng:LDS,53.801219,-1.62847,0.95,
local-authority-eng:LDS,53.816635,-1.57733,0.22,
local-authority-eng:LDS,53.759242,-1.565923,0.42,
local-authority-eng:LDS,53.802205,-1.537164,0.01,
local-authority-eng:LDS,53.799407,-1.548293,0.03,
local-authority-eng:LDS,53.799308,-1.545819,0.03,
local-authority-eng:LDS,53.798323,-1.55166,0.11,
local-authority-eng:LDS,53.799265,-1.546184,0.05,
local-authority-eng:LDS,53.795219,-1.598843,0.38,
local-authority-eng:LDS,53.815946,-1.568042,1.38,
local-authority-eng:LDS,53.792741,-1.553708,0.11,
local-authority-eng:LDS,53.804276,-1.55729,0.32,
local-authority-eng:LDS,53.81639,-1.458088,1.22,
local-authority-eng:TFW,52.685273,-2.412299,16.52,
local-authority-eng:TFW,52.679411,-2.463348,6,
local-authority-eng:TFW,52.688482,-2.468045,1.052,
local-authority-eng:TFW,52.668193,-2.478874,0.43,
local-authority-eng:TFW,52.710194,-2.427055,6.45,
local-authority-eng:TFW,52.682011,-2.460624,6.571,
local-authority-eng:TFW,52.708592,-2.583472,30.279,
local-authority-eng:TFW,52.657856,-2.469698,2.7,
local-authority-eng:TFW,52.714016,-2.52303,2.016,
local-authority-eng:TFW,52.65696,-2.436071,0.708,
local-authority-eng:TFW,52.657732,-2.43151,0.58,
local-authority-eng:TFW,52.712735,-2.447226,5.29,
local-authority-eng:TFW,52.674336,-2.466977,0.54,
local-authority-eng:TFW,52.702442,-2.513879,0.253,
local-authority-eng:RED,52.295719,-1.896464,1,
local-authority-eng:RED,52.298787,-1.899639,0.44,
local-authority-eng:RED,52.28317,-1.921311,0.43,
local-authority-eng:RED,52.308159,-1.947653,0.77,
local-authority-eng:RED,52.30391,-1.936219,0.5,
local-authority-eng:RED,52.303368,-1.895127,1,
local-authority-eng:RED,52.306612,-1.946511,1.2,
local-authority-eng:RED,52.309998,-1.938997,1.32,
local-authority-eng:RED,52.315339,-1.940075,1.36,
local-authority-eng:RED,52.306499,-1.955047,2.24,
local-authority-eng:RED,52.314367,-1.899281,0.31,
local-authority-eng:RED,52.302978,-1.942497,0.1,
local-authority-eng:RED,52.306019,-1.947113,0.06,
local-authority-eng:RED,52.316297,-1.906729,0.25,
local-authority-eng:RED,52.306029,-1.947773,0.25,
local-authority-eng:RED,52.311006,-1.940609,0.31,
local-authority-eng:COR,52.488138,-0.687128,0.806,
local-authority-eng:WRT,53.392968,-2.592578,0.84,
local-authority-eng:WRT,53.3798,-2.496771,0.1,
local-authority-eng:WRT,53.37786,-2.565394,1.75,
local-authority-eng:WRT,53.379904,-2.55544,2.54,
local-authority-eng:WRT,53.388237,-2.578617,0.57,
local-authority-eng:WRT,53.390363,-2.562541,2.72,
local-authority-eng:WRT,53.383618,-2.548869,13.912,
local-authority-eng:WRT,53.41398,-2.590529,0.83,
local-authority-eng:WRT,53.382027,-2.569819,0.16,
local-authority-eng:WRT,53.392656,-2.594948,3,
local-authority-eng:WRT,53.39562,-2.673777,5.78,
local-authority-eng:WRT,53.392693,-2.593133,0.09,
local-authority-eng:WRT,53.391869,-2.595489,0.01,
local-authority-eng:WRT,53.383698,-2.634867,0.76,
local-authority-eng:WRT,53.422041,-2.468974,0.45,
local-authority-eng:WRT,53.368413,-2.596103,1.37,
local-authority-eng:WRT,53.449315,-2.531846,0.35,
local-authority-eng:WRT,53.378398,-2.6056,19.57,
local-authority-eng:WRT,53.383717,-2.587898,0.07,
local-authority-eng:WRT,53.39307,-2.574604,0.17,
local-authority-eng:WRT,53.389434,-2.559956,0.15,
local-authority-eng:WRT,53.428686,-2.595182,0.82,
local-authority-eng:WRT,53.378944,-2.529288,0.86,
local-authority-eng:WRT,53.381338,-2.510686,0.9,
local-authority-eng:WRT,53.380547,-2.613191,29.46,
local-authority-eng:WRT,53.401041,-2.558902,8.81,
local-authority-eng:WRT,53.390283,-2.592301,0.08,
local-authority-eng:WRT,53.392979,-2.583959,1.45,
local-authority-eng:WRT,53.376405,-2.600371,16.65,
local-authority-eng:WRT,53.383572,-2.579931,0.25,
local-authority-eng:WRT,53.377546,-2.585138,0.31,
local-authority-eng:WRT,53.383038,-2.494446,0.37,
local-authority-eng:WRT,53.391848,-2.595177,0.1,
local-authority-eng:WRT,53.39317,-2.585227,0.46,
local-authority-eng:WRT,53.386992,-2.599457,0.05,
local-authority-eng:WRT,53.398829,-2.604351,0.85,
local-authority-eng:WRT,53.378927,-2.587409,0.15,
local-authority-eng:WRT,53.451836,-2.517721,0.25,
local-authority-eng:WRT,53.389273,-2.589878,0.39,
local-authority-eng:WRT,53.382421,-2.587619,1.9,
local-authority-eng:WRT,53.383189,-2.588644,0.85,
local-authority-eng:WRT,53.389289,-2.598012,0.56,
local-authority-eng:WRT,53.385496,-2.551485,3.45,
local-authority-eng:WRT,53.386017,-2.599505,0.16,
local-authority-eng:WRT,53.421778,-2.528193,0.35,
local-authority-eng:WRT,53.39755,-2.550618,0.57,
local-authority-eng:WRT,53.367451,-2.579712,0.04,
local-authority-eng:WRT,53.390145,-2.585029,0.09,
local-authority-eng:WRT,53.3882,-2.597061,0.06,
local-authority-eng:WRT,53.388407,-2.601802,0.1,
local-authority-eng:WRT,53.400479,-2.658065,0.22,
local-authority-eng:WRT,53.392656,-2.614762,0.14,
local-authority-eng:WRT,53.371235,-2.572894,0.36,
local-authority-eng:WRT,53.35681,-2.560775,1.98,
local-authority-eng:WRT,53.373647,-2.565961,1.53,
local-authority-eng:WRT,53.393098,-2.669151,0.16,
local-authority-eng:WRT,53.38213,-2.570932,0.56,
local-authority-eng:WRT,53.40352,-2.663246,5.7,
local-authority-eng:WRT,53.405815,-2.650491,46,
local-authority-eng:WRT,53.410353,-2.582394,0.5,
local-authority-eng:WRT,53.461346,-2.525761,0.53,
local-authority-eng:WRT,53.370162,-2.544409,1.7,
local-authority-eng:WRT,53.398081,-2.611206,0.8,
local-authority-eng:WRT,53.422058,-2.528807,0.31,
local-authority-eng:WRT,53.368179,-2.578668,0.43,
local-authority-eng:WRT,53.411338,-2.572674,0.12,
local-authority-eng:WRT,53.414367,-2.573083,0.49,
local-authority-eng:WRT,53.409566,-2.606405,0.36,
local-authority-eng:WRT,53.392504,-2.669271,0.42,
local-authority-eng:WRT,53.37998,-2.561492,0.04,
local-authority-eng:WRT,53.380207,-2.660933,0.48,
local-authority-eng:WRT,53.392358,-2.602843,0.39,
local-authority-eng:WRT,53.389162,-2.602928,0.65,
local-authority-eng:WRT,53.390241,-2.60273,0.15,
local-authority-eng:WRT,53.394348,-2.5991,4.57,
local-authority-eng:WRT,53.394275,-2.59449,0.19,
local-authority-eng:WRT,53.393894,-2.595812,0.58,
local-authority-eng:WRT,53.394475,-2.592056,1.98,
local-authority-eng:WRT,53.388212,-2.594486,0.28,
local-authority-eng:WRT,53.388509,-2.595439,0.22,
local-authority-eng:WRT,53.390562,-2.587084,0.42,
local-authority-eng:WRT,53.390071,-2.585925,0.13,
local-authority-eng:WRT,53.390635,-2.584531,0.17,
local-authority-eng:WRT,53.39187,-2.585978,0.25,
local-authority-eng:WRT,53.391303,-2.584597,0.34,
local-authority-eng:WRT,53.393681,-2.589953,0.32,
local-authority-eng:WRT,53.391968,-2.584875,0.93,
local-authority-eng:WRT,53.35886,-2.583471,0.18,
local-authority-eng:WRT,53.431601,-2.658593,0.27,
local-authority-eng:WRT,53.401951,-2.603919,0.4,
local-authority-eng:WRT,53.428519,-2.457389,0.92,
local-authority-eng:WRT,53.379107,-2.561737,0.71,
local-authority-eng:WRT,53.3785,-2.566782,2.087,
local-authority-eng:WRT,53.378818,-2.573218,1.268,
local-authority-eng:WRT,53.382228,-2.54541,2.36,
local-authority-eng:WRT,53.409368,-2.580463,0.53,
local-authority-eng:WRT,53.401865,-2.601917,1.03,
local-authority-eng:WRT,53.390417,-2.592687,0.22,
local-authority-eng:WRT,53.385566,-2.595242,3.4,
local-authority-eng:WRT,53.390091,-2.59079,0.82,
local-authority-eng:WRT,53.392475,-2.595798,0.27,
local-authority-eng:WRT,53.392542,-2.593093,0.09,
local-authority-eng:WRT,53.392823,-2.59317,0.07,
local-authority-eng:WRT,53.393622,-2.592506,0.38,
local-authority-eng:WRT,53.396025,-2.592588,1.61,
local-authority-eng:WRT,53.410232,-2.608242,1.14,
local-authority-eng:WRT,53.400839,-2.588869,0.93,
local-authority-eng:WRT,53.401413,-2.584926,0.63,
local-authority-eng:WRT,53.401858,-2.582013,0.59,
local-authority-eng:WRT,53.407358,-2.57006,0.52,
local-authority-eng:WRT,53.451863,-2.522852,0.47,
local-authority-eng:WRT,53.418231,-2.526051,1.32,
local-authority-eng:WRT,53.375564,-2.565366,0.18,
local-authority-eng:WRT,53.392121,-2.453396,1.02,
local-authority-eng:WRT,53.388875,-2.456274,0.31,
local-authority-eng:WRT,53.388116,-2.58359,0.09,
local-authority-eng:WRT,53.387036,-2.654158,0.85,
local-authority-eng:WRT,53.418542,-2.575138,1.87,
local-authority-eng:WRT,53.369475,-2.445788,0.3,
local-authority-eng:WRT,53.380898,-2.493137,0.3,
local-authority-eng:WRT,53.382449,-2.576417,0.41,
local-authority-eng:WRT,53.388367,-2.600888,0.12,
local-authority-eng:WRT,53.40551,-2.555696,0.82,
local-authority-eng:WRT,53.408481,-2.552428,1.01,
local-authority-eng:WRT,53.374275,-2.673047,0.25,
local-authority-eng:WRT,53.374204,-2.43158,0.5,
local-authority-eng:WRT,53.363798,-2.609448,0.3,
local-authority-eng:WRT,53.386343,-2.594615,0.06,
local-authority-eng:LAC,54.183573,-2.560379,0.58,
local-authority-eng:LAC,54.106033,-2.633755,0.5,
local-authority-eng:LAC,54.049857,-2.780811,5.69,
local-authority-eng:LAC,54.055835,-2.818518,0.85,
local-authority-eng:LAC,54.050082,-2.76965,15.88,
local-authority-eng:LAC,54.050093,-2.801038,0.07,
local-authority-eng:LAC,54.050824,-2.820542,10.75,
local-authority-eng:LAC,54.045611,-2.813842,0.44,
local-authority-eng:LAC,54.051734,-2.821446,1.96,
local-authority-eng:LAC,54.018546,-2.796784,0.73,
local-authority-eng:LAC,54.047961,-2.770955,2.49,
local-authority-eng:LAC,54.075646,-2.858155,0.58,
local-authority-eng:LAC,54.060567,-2.850221,0.5,
local-authority-eng:LAC,54.057731,-2.869809,0.1,
local-authority-eng:LAC,54.163075,-2.826745,1.91,
local-authority-eng:LAC,54.123327,-2.769003,13.44,
local-authority-eng:LAC,54.049773,-2.797672,0.03,
local-authority-eng:LAC,54.044514,-2.815363,0.54,
local-authority-eng:LAC,54.129749,-2.766918,0.31,
local-authority-eng:LAC,53.995388,-2.786778,0.33,
local-authority-eng:LAC,54.04812,-2.824338,8.72,
local-authority-eng:LAC,54.128586,-2.770202,0.03,
local-authority-eng:LAC,54.07182,-2.856594,0.03,
local-authority-eng:LAC,54.022381,-2.879725,0.17,
local-authority-eng:LAC,54.076692,-2.725239,0.76,
local-authority-eng:LAC,54.077536,-2.711941,1.94,
local-authority-eng:SOS,51.535399,0.710936,0.053,
local-authority-eng:SOS,51.538495,0.712014,0.197,
local-authority-eng:SOS,51.540541,0.715698,0.009,
local-authority-eng:SOS,51.540541,0.715698,0.009,
local-authority-eng:SOS,51.540643,0.6957,0.051,
local-authority-eng:SOS,51.538923,0.712169,0.036,
local-authority-eng:SOS,51.539551,0.711875,0.042,
local-authority-eng:SOS,51.543947,0.685741,0.286,
local-authority-eng:SOS,51.540195,0.701904,0.063,
local-authority-eng:SOS,51.544403,0.69135,0.11,
local-authority-eng:SOS,51.545445,0.682007,0.063,
local-authority-eng:SOS,51.547554,0.658489,0.016,
local-authority-eng:SOS,51.540391,0.709776,0.035,
local-authority-eng:SOS,51.545947,0.682844,0.077,
local-authority-eng:SOS,51.54538,0.680128,0.084,
local-authority-eng:SOS,51.533607,0.723072,1.104,
local-authority-eng:SOS,51.529405,0.786698,0.213,
local-authority-eng:SOS,51.535608,0.780386,0.17,
local-authority-eng:SOS,51.561459,0.67546,0.242,
local-authority-eng:SOS,51.562324,0.696232,0.15,
local-authority-eng:SOS,51.534183,0.712579,0.045,
local-authority-eng:SOS,51.538742,0.692732,0.041,
local-authority-eng:SOS,51.53414,0.713269,0.035,
local-authority-eng:SOS,51.530249,0.781472,0.143,
local-authority-eng:SOS,51.551564,0.678327,0.238,
local-authority-eng:SOS,51.540397,0.715329,0.075,
local-authority-eng:SOS,51.540082,0.716521,0.028,
local-authority-eng:SOS,51.54009,0.652515,0.19,
local-authority-eng:SOS,51.542666,0.719098,0.121,
local-authority-eng:SOS,51.539122,0.670977,0.07,
local-authority-eng:SOS,51.545421,0.687357,0.06,
local-authority-eng:SOS,51.548628,0.630437,0.074,
local-authority-eng:SOS,51.539237,0.794553,0.42,
local-authority-eng:SOS,51.548734,0.648474,0.084,
local-authority-eng:SOS,51.533576,0.710034,0.123,
local-authority-eng:SOS,51.557442,0.705913,7.37,
local-authority-eng:SOS,51.561558,0.676649,0.242,
local-authority-eng:SOS,51.526048,0.783018,9.615,
local-authority-eng:SOS,51.545468,0.701783,0.103,
local-authority-eng:SOS,51.531166,0.729444,1.416,
local-authority-eng:SOS,51.536512,0.716886,0.017,
local-authority-eng:SOS,51.539836,0.714315,0.07,
local-authority-eng:SOS,51.541374,0.737915,0.059,
local-authority-eng:SOS,51.540552,0.712511,0.189,
local-authority-eng:SOS,51.550159,0.699191,0.158,
local-authority-eng:SOS,51.529717,0.793624,0.16,
local-authority-eng:SOS,51.53916,0.713596,0.276,
local-authority-eng:SOS,51.537148,0.712727,0.296,
local-authority-eng:SOS,51.532483,0.725024,0.049,
local-authority-eng:SOS,51.544067,0.654016,0.066,
local-authority-eng:SOS,51.541037,0.715827,6.139,
local-authority-eng:SOS,51.536476,0.71548,1.814,
local-authority-eng:SOS,51.543793,0.709007,12.721,
local-authority-eng:SOS,51.542418,0.707328,2.129,
local-authority-eng:SOS,51.547424,0.715664,2.232,
local-authority-eng:SOS,51.542339,0.717717,0.365,
local-authority-eng:GED,53.003151,-1.116093,3.64,
local-authority-eng:GED,53.020485,-1.180971,6.01,
local-authority-eng:GED,53.004843,-1.102291,3.52,
local-authority-eng:GED,52.961695,-1.082693,1.18,
local-authority-eng:GED,53.022232,-1.175968,0.15,
local-authority-eng:GED,53.006626,-1.129476,0.27,
local-authority-eng:GED,52.973869,-1.076445,0.14,
